LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
23-Sep-1960 00:00:00,10.3,3.6,,,14.2,0.0,13.1,0.0,16.7,0.5,17.2,0.0,15.6,1.0,11.1,0.0,12.3,0.0,19.5,0.0,13.4,6.6,6.7,0.0,9.8,0.8
24-Sep-1960 00:00:00,9.5,0.0,,,9.7,0.0,10.0,0.0,15.8,0.0,15.9,0.0,12.0,0.0,10.0,0.0,13.3,0.0,21.1,0.0,12.5,1.8,7.2,0.0,10.3,0.0
25-Sep-1960 00:00:00,8.6,0.0,,,12.0,0.0,8.9,0.0,15.8,0.0,16.7,0.0,14.5,0.0,9.7,0.0,7.5,0.0,21.4,0.0,13.9,0.0,6.2,0.0,12.8,0.0
26-Sep-1960 00:00:00,7.2,0.0,,,11.7,0.0,11.4,0.0,18.4,2.5,16.1,0.3,12.8,1.3,7.5,0.0,8.9,0.0,16.7,3.0,10.9,0.0,3.1,0.0,12.5,0.0
27-Sep-1960 00:00:00,5.6,0.0,,,16.7,0.0,13.1,0.0,18.4,0.0,15.6,0.0,16.7,0.0,10.3,0.0,12.2,0.0,16.7,0.0,10.9,0.0,5.3,0.0,9.5,2.3
28-Sep-1960 00:00:00,8.1,0.0,,,13.9,0.8,15.6,0.0,16.7,0.0,17.3,0.0,13.6,0.0,6.4,0.0,15.3,0.0,17.3,0.0,13.1,0.0,10.0,0.0,8.1,0.0
29-Sep-1960 00:00:00,9.5,0.0,,,15.0,0.0,13.6,0.0,13.6,0.0,14.5,0.0,12.0,0.5,7.0,0.0,13.4,1.0,15.3,2.8,13.9,0.0,8.7,2.5,7.5,0.0
30-Sep-1960 00:00:00,9.5,0.0,,,15.0,3.8,14.2,9.9,15.6,4.8,11.1,5.3,15.6,2.0,6.9,0.3,11.1,6.9,11.7,0.0,14.2,0.0,5.3,0.0,6.4,2.5
01-Oct-1960 00:00:00,8.1,0.0,,,13.9,0.0,10.3,0.3,8.1,0.0,6.7,0.0,8.1,0.0,6.7,0.0,14.7,13.0,8.1,0.5,13.4,0.0,8.7,1.5,9.2,0.0
02-Oct-1960 00:00:00,10.3,0.0,,,8.6,0.0,6.1,0.3,6.7,5.8,4.5,10.7,4.8,5.3,7.8,0.0,8.4,0.0,12.5,19.8,12.8,0.0,5.8,1.5,7.8,0.0
03-Oct-1960 00:00:00,13.1,0.0,,,10.3,1.0,10.0,1.0,12.0,0.0,10.8,0.0,10.3,0.3,12.0,0.0,6.7,1.8,11.1,0.0,12.0,0.5,2.2,0.0,9.2,0.0
04-Oct-1960 00:00:00,10.6,0.0,,,10.0,0.0,7.3,0.0,7.8,0.0,8.1,0.0,7.5,0.0,12.5,0.0,10.6,4.3,9.7,0.0,13.6,0.0,8.1,0.0,17.2,0.0
05-Oct-1960 00:00:00,17.2,0.0,,,9.2,0.0,7.8,0.0,10.8,19.3,10.6,6.4,6.7,3.6,10.0,0.0,8.4,0.0,12.0,5.1,11.4,0.5,2.5,3.3,10.8,0.0
06-Oct-1960 00:00:00,15.0,0.0,,,10.3,9.1,10.6,2.8,13.7,9.9,13.9,0.0,11.2,9.9,15.0,0.0,9.2,1.0,12.5,0.0,14.5,31.0,1.4,2.0,12.2,0.0
07-Oct-1960 00:00:00,13.6,0.3,,,9.5,0.0,7.5,0.3,9.7,0.0,10.6,0.0,8.1,0.3,18.1,0.0,11.1,21.8,11.4,0.0,13.3,0.5,-1.7,0.0,16.1,0.0
08-Oct-1960 00:00:00,3.9,16.0,,,7.0,0.0,7.0,0.0,11.7,0.0,11.1,0.0,7.0,0.0,12.0,0.0,7.2,1.0,10.8,0.0,9.7,0.5,0.0,0.0,16.1,0.0
09-Oct-1960 00:00:00,3.3,0.0,,,6.4,0.0,6.1,0.0,8.1,0.0,10.6,0.0,6.9,0.0,4.8,0.0,6.9,2.0,13.3,0.0,7.8,0.0,3.4,0.0,15.9,0.0
10-Oct-1960 00:00:00,5.0,0.0,,,7.2,0.0,6.7,0.0,8.4,0.0,9.5,0.0,7.5,2.8,2.5,0.0,7.3,2.0,15.0,0.0,9.4,0.0,4.2,1.8,8.3,0.0
11-Oct-1960 00:00:00,3.9,0.0,,,8.1,0.8,5.9,2.0,11.7,0.0,11.7,0.0,9.2,0.0,8.3,0.0,8.1,18.8,16.4,0.0,8.4,11.2,2.0,4.6,6.7,7.1
12-Oct-1960 00:00:00,7.2,0.3,,,6.4,0.0,5.9,1.0,9.5,0.0,8.7,0.0,6.4,0.0,9.5,0.0,7.8,9.4,11.4,0.0,9.7,0.0,0.3,0.0,10.0,7.4
13-Oct-1960 00:00:00,3.9,0.3,,,5.0,0.0,4.7,0.0,6.4,4.3,6.1,4.6,5.3,0.0,4.2,0.0,6.1,2.5,11.1,0.0,8.9,4.6,3.1,0.0,10.3,0.5
14-Oct-1960 00:00:00,6.4,0.0,,,6.1,0.0,3.9,0.0,8.9,0.0,8.9,1.3,4.2,6.6,3.9,0.0,5.6,0.0,15.9,0.0,10.8,7.6,2.0,0.3,7.3,0.0
15-Oct-1960 00:00:00,11.1,0.0,,,5.9,3.8,4.2,0.0,10.3,0.8,11.1,0.0,8.4,0.0,8.9,0.0,5.9,0.0,15.9,2.0,13.1,4.6,3.9,0.0,5.3,0.0
16-Oct-1960 00:00:00,7.0,0.0,,,10.0,0.3,8.4,4.3,12.3,0.0,12.8,0.0,9.7,0.0,12.2,0.0,5.6,0.0,13.3,0.0,11.4,0.0,3.4,0.0,12.5,0.0
17-Oct-1960 00:00:00,5.0,1.0,,,13.1,4.1,11.1,0.0,12.2,0.8,13.1,0.0,13.1,0.3,4.8,0.0,7.5,10.9,12.8,0.0,9.2,0.0,-2.8,4.3,3.3,0.0
18-Oct-1960 00:00:00,-0.9,0.0,,,11.4,0.0,11.2,0.0,8.9,0.0,7.3,0.0,6.4,0.0,-2.8,0.0,11.7,64.3,8.1,0.0,11.4,0.0,-3.9,0.0,-0.6,0.3
19-Oct-1960 00:00:00,3.7,0.0,,,6.4,0.0,3.9,3.8,5.0,6.6,4.7,6.4,4.5,9.4,-5.3,0.0,7.5,0.3,6.4,2.5,9.8,0.0,-4.5,0.0,-2.8,0.0
20-Oct-1960 00:00:00,6.4,0.0,,,10.0,23.6,9.2,39.1,6.1,0.3,3.3,0.0,5.0,0.0,-4.7,0.3,5.8,1.0,3.9,0.0,12.8,11.7,-3.4,0.0,-1.1,0.0
21-Oct-1960 00:00:00,8.9,0.0,,,3.9,0.0,2.0,0.0,2.5,0.0,0.6,0.0,0.3,0.0,-2.3,3.8,10.0,2.5,4.2,0.0,12.0,29.5,1.1,0.0,3.4,5.8
22-Oct-1960 00:00:00,7.3,0.0,,,2.5,0.0,0.0,0.0,6.7,0.0,7.0,1.5,2.0,0.0,2.0,0.0,2.0,0.0,6.4,10.4,13.9,12.2,4.5,2.3,0.9,2.8
23-Oct-1960 00:00:00,13.1,0.0,,,3.6,0.8,4.7,0.0,7.8,10.7,7.0,10.4,8.1,8.1,4.8,0.0,2.2,0.0,10.8,1.5,14.2,30.2,2.5,0.0,-2.5,0.0
24-Oct-1960 00:00:00,9.5,0.0,,,9.5,35.6,8.3,15.0,8.1,45.5,5.0,24.9,8.4,14.0,9.5,0.3,3.1,0.0,1.1,0.3,12.0,0.0,-1.7,1.3,1.7,0.0
25-Oct-1960 00:00:00,8.7,0.0,,,8.1,7.6,8.7,7.1,6.4,6.4,5.3,0.0,5.9,17.3,5.6,0.0,7.5,16.3,4.5,0.0,11.7,17.3,2.0,0.0,3.9,0.0
26-Oct-1960 00:00:00,7.8,0.0,,,7.0,0.8,6.7,0.0,5.9,0.0,3.6,0.0,5.3,0.0,13.1,0.0,10.9,5.3,3.3,0.0,10.6,11.4,0.9,0.0,3.6,0.0
27-Oct-1960 00:00:00,6.4,0.0,,,5.0,0.0,3.9,0.0,9.2,0.0,7.5,0.0,4.7,0.0,5.6,1.8,6.4,0.5,8.9,0.0,8.9,25.7,0.0,0.0,8.9,0.0
28-Oct-1960 00:00:00,2.5,2.0,,,6.7,0.0,5.3,0.0,8.3,0.0,8.1,0.0,5.6,0.0,2.5,0.0,3.4,3.6,8.4,0.0,10.3,0.0,-5.3,0.0,4.2,0.0
29-Oct-1960 00:00:00,-2.0,0.0,,,7.8,0.0,4.8,0.0,8.6,0.0,9.2,0.0,6.1,0.0,1.7,0.0,4.2,0.3,9.8,0.0,7.2,0.0,-2.8,1.8,8.6,17.8
30-Oct-1960 00:00:00,1.1,0.0,,,6.1,0.0,5.9,0.0,9.2,0.0,10.9,0.0,7.0,0.0,0.0,0.0,3.6,0.0,8.1,0.0,8.4,6.1,1.1,0.3,3.9,5.1
31-Oct-1960 00:00:00,6.1,0.0,,,9.2,0.0,8.3,0.0,8.6,10.9,7.8,8.9,6.4,0.0,0.8,0.0,3.3,0.5,8.9,15.7,11.1,3.3,3.7,0.0,2.8,0.0
01-Nov-1960 00:00:00,4.5,0.0,,,8.6,0.0,7.5,2.8,10.3,10.9,10.9,0.0,6.1,22.1,-2.0,0.0,4.5,0.0,9.2,1.8,9.7,0.5,-2.3,0.0,1.7,0.0
02-Nov-1960 00:00:00,3.4,0.0,,,12.3,35.8,13.4,7.9,8.9,0.5,8.4,0.0,8.9,0.8,1.4,0.0,4.8,0.0,7.0,0.5,8.6,1.3,-1.9,0.0,3.3,0.0
03-Nov-1960 00:00:00,-3.1,0.0,,,9.4,0.0,6.7,0.0,7.0,0.3,6.7,0.0,6.9,0.5,0.0,0.0,7.8,21.8,5.6,0.5,4.7,0.0,1.4,0.0,0.6,0.3
04-Nov-1960 00:00:00,-0.3,0.0,,,5.3,2.8,5.0,2.8,5.0,0.0,4.7,0.0,4.2,0.0,-1.7,0.0,6.4,14.2,6.7,0.0,4.7,0.0,2.5,4.8,0.6,0.0
05-Nov-1960 00:00:00,5.6,0.0,,,3.1,0.0,3.7,0.0,3.1,2.3,1.1,0.3,2.2,0.0,4.2,0.0,4.8,1.3,4.5,0.0,5.3,0.0,3.1,0.0,0.6,0.8
06-Nov-1960 00:00:00,8.4,0.0,,,2.8,0.0,1.4,0.0,1.9,0.0,-0.3,0.0,0.0,0.0,3.3,0.0,4.2,1.3,1.1,0.0,4.5,0.3,0.3,0.0,0.6,0.0
07-Nov-1960 00:00:00,0.6,0.0,,,0.8,0.0,-0.9,0.0,0.6,0.0,-1.7,0.0,-1.4,0.0,0.3,0.5,3.1,0.0,-0.6,0.0,8.1,0.0,-10.0,0.0,2.0,0.0
08-Nov-1960 00:00:00,-8.6,0.0,,,-0.9,0.0,-3.7,0.0,2.5,2.8,0.8,3.8,-1.1,1.3,-8.9,0.0,-0.8,0.0,2.8,1.3,6.7,0.0,-7.0,0.0,-3.9,1.3
09-Nov-1960 00:00:00,-2.8,1.0,,,4.5,0.0,5.3,3.6,4.8,16.5,5.3,13.2,2.8,11.4,-12.0,0.0,0.9,0.0,6.4,8.4,6.7,12.7,-7.0,0.0,-11.4,0.0
10-Nov-1960 00:00:00,-4.5,1.0,,,9.2,14.0,8.1,12.2,6.1,1.0,3.9,2.8,3.4,5.6,-7.2,0.8,8.1,5.1,4.7,0.0,7.5,19.3,-4.2,0.0,-8.4,3.0
11-Nov-1960 00:00:00,-5.6,0.5,,,1.4,0.0,0.3,0.0,1.4,0.0,-1.2,0.0,-2.5,3.8,-9.2,0.0,7.5,17.0,2.8,0.0,8.9,0.0,-6.1,0.0,-9.8,3.0
12-Nov-1960 00:00:00,-4.2,0.0,,,-0.3,0.0,-1.7,0.3,3.9,2.0,3.7,1.3,0.8,1.3,-4.2,0.0,0.6,0.0,5.6,0.0,6.4,2.0,-5.0,0.0,-4.2,1.0
13-Nov-1960 00:00:00,-4.5,0.0,,,1.7,0.0,-1.7,1.3,2.5,1.0,3.1,0.3,-1.9,3.0,-2.2,0.8,-3.9,0.0,5.9,0.0,5.9,8.9,-7.5,1.0,-3.4,2.5
14-Nov-1960 00:00:00,0.9,0.0,,0.0,3.1,0.0,0.6,4.1,2.0,1.3,1.1,1.3,1.4,1.3,-2.2,0.0,-2.5,2.5,4.7,5.3,6.7,0.0,-13.1,0.0,-1.1,0.0
15-Nov-1960 00:00:00,-2.0,0.0,-7.0,0.0,6.4,9.7,4.7,5.1,6.7,19.1,6.7,18.3,1.9,21.8,-5.8,0.0,-4.2,0.0,10.9,24.6,5.6,16.3,-4.5,0.0,-3.1,0.0
16-Nov-1960 00:00:00,-2.5,0.0,-8.6,0.0,9.8,3.0,9.8,1.5,10.9,2.0,11.4,1.8,8.6,4.6,-7.8,0.0,1.1,9.1,11.7,0.5,7.2,2.8,-5.6,1.0,-4.2,0.0
17-Nov-1960 00:00:00,1.7,0.0,-5.3,0.0,8.9,2.3,10.3,0.0,7.2,0.0,6.4,0.0,7.3,0.5,-3.9,0.0,7.0,6.1,5.6,0.0,8.9,13.0,-2.8,1.0,-5.8,0.0
18-Nov-1960 00:00:00,3.9,0.0,-1.1,0.0,5.3,0.0,5.3,0.0,5.3,0.0,2.8,0.0,5.0,0.0,0.6,0.0,3.9,0.8,2.8,0.0,8.4,1.5,-2.8,0.0,-5.9,0.3
19-Nov-1960 00:00:00,1.7,0.0,-1.4,0.0,2.0,0.0,0.0,0.0,3.6,0.0,3.1,0.0,2.2,0.0,0.0,0.0,2.8,12.4,3.6,0.0,8.3,4.8,-5.3,0.0,1.1,0.0
20-Nov-1960 00:00:00,-2.0,7.1,-1.4,0.0,2.2,0.0,1.1,0.0,4.8,0.0,5.3,0.0,-0.9,0.8,2.5,3.6,0.6,8.4,7.0,0.0,5.3,0.0,-11.9,0.0,1.1,0.0
21-Nov-1960 00:00:00,-3.6,0.8,-5.0,0.0,3.1,1.0,4.2,2.3,5.8,0.0,3.1,0.0,3.1,0.5,-5.0,4.1,0.9,0.8,5.0,0.0,4.2,0.0,-12.3,0.3,1.9,0.0
22-Nov-1960 00:00:00,-10.0,0.0,-7.5,0.0,0.9,0.0,0.6,0.0,6.7,1.8,6.4,1.5,0.0,0.5,-10.9,0.0,1.7,2.5,6.1,0.5,3.9,10.4,-14.8,0.0,-2.8,0.0
23-Nov-1960 00:00:00,-7.8,1.0,-9.8,2.5,2.0,4.3,0.0,3.0,5.3,0.0,4.2,0.0,2.3,3.0,-11.7,0.0,1.4,0.3,3.9,0.0,5.6,13.5,-15.0,0.3,-4.2,0.0
24-Nov-1960 00:00:00,-3.9,0.0,-8.3,3.3,0.6,0.0,-0.3,0.0,3.9,0.0,2.2,0.0,-0.3,0.0,-15.0,1.3,0.0,1.3,4.2,0.0,5.8,16.0,-13.1,1.0,-5.3,0.0
25-Nov-1960 00:00:00,-10.9,1.3,-13.6,2.5,1.4,0.0,1.7,0.0,5.0,0.0,5.3,0.0,2.5,0.5,-9.8,0.0,-1.9,0.0,7.3,0.0,5.3,12.4,-17.0,0.3,-1.7,0.0
26-Nov-1960 00:00:00,-16.4,0.0,-20.9,0.0,2.3,0.0,2.5,0.0,7.0,0.0,5.3,0.0,2.8,0.5,-19.8,0.0,-1.4,16.8,9.7,0.0,5.9,0.0,-25.9,0.0,-9.5,0.0
27-Nov-1960 00:00:00,-16.4,0.0,-20.0,0.0,5.6,0.0,2.8,0.0,6.4,0.0,7.2,0.0,1.4,0.0,-21.1,0.0,1.4,0.0,11.1,1.3,4.2,0.0,-19.7,0.0,-13.1,0.0
28-Nov-1960 00:00:00,-12.0,0.0,-18.1,0.0,-2.0,0.0,-4.5,0.0,2.0,10.2,-0.6,7.6,-4.2,5.3,-22.2,0.0,-3.4,0.0,7.8,8.1,4.7,0.0,-12.8,0.0,-11.7,0.0
29-Nov-1960 00:00:00,-7.8,0.0,-13.9,0.0,3.9,4.1,2.5,5.3,4.2,4.3,3.9,1.8,-0.6,19.6,-18.6,0.0,-2.2,0.0,4.4,0.0,6.4,0.0,-7.5,1.3,-12.5,0.0
30-Nov-1960 00:00:00,-2.2,0.0,-11.7,0.0,9.8,13.7,8.9,0.3,-0.8,1.0,-1.4,1.3,-0.3,1.3,-12.8,0.0,3.9,9.4,-1.4,4.3,7.2,5.3,-11.1,0.0,-15.3,0.0
01-Dec-1960 00:00:00,0.3,0.0,-7.5,0.0,0.8,1.0,-1.1,0.0,-3.9,0.0,-5.3,0.0,-5.8,0.0,-6.7,0.0,7.0,0.8,-4.5,1.0,9.5,0.5,-14.2,4.6,-12.5,0.0
02-Dec-1960 00:00:00,-1.4,0.0,-3.4,0.0,-4.2,0.3,-5.9,0.0,-2.2,0.0,-2.0,0.0,-3.9,0.0,-6.2,0.0,1.7,0.3,-2.0,0.0,5.0,2.0,-14.2,1.3,-6.7,0.0
03-Dec-1960 00:00:00,-4.2,0.0,-6.1,4.6,-2.0,0.0,-4.2,0.0,3.1,0.0,2.5,0.0,-0.6,0.0,-7.3,0.0,-2.3,0.0,1.4,0.0,6.7,0.3,-12.0,1.8,-4.8,0.0
04-Dec-1960 00:00:00,-5.6,0.0,-11.7,1.3,0.0,0.0,-2.0,0.0,1.4,0.0,1.7,0.0,-0.3,0.0,-10.0,1.5,-1.7,0.0,4.2,0.0,3.4,0.0,-14.8,0.0,-6.4,0.0
05-Dec-1960 00:00:00,-8.6,0.0,-15.6,0.0,-1.1,0.0,-2.2,0.0,3.4,0.0,4.2,0.0,-0.9,0.0,-13.4,1.0,-0.9,0.0,10.3,0.0,3.1,0.0,-7.8,0.3,-10.3,11.7
06-Dec-1960 00:00:00,-5.3,0.0,-8.1,0.0,1.7,0.0,3.1,0.0,7.2,1.5,8.6,1.3,5.0,5.1,-14.7,0.0,-0.8,0.0,8.6,0.5,1.7,0.0,-2.3,1.3,-18.7,1.5
07-Dec-1960 00:00:00,-0.6,0.0,-1.7,0.0,1.4,4.1,3.1,5.6,1.4,0.8,-1.4,1.3,0.0,0.0,-12.5,0.3,0.6,18.5,0.0,0.0,0.9,0.0,3.6,0.0,-23.1,0.0
08-Dec-1960 00:00:00,-0.3,0.0,-4.2,0.0,-7.2,3.3,-8.7,0.0,-8.6,0.0,-10.8,0.0,-10.6,0.0,-10.6,0.0,1.1,0.8,-9.5,0.3,0.3,0.0,1.4,0.0,-19.2,0.0
09-Dec-1960 00:00:00,0.6,0.0,-8.3,0.0,-7.2,0.8,-10.3,1.3,-8.4,7.6,-10.3,1.3,-10.6,2.8,-6.7,0.0,-5.3,4.3,-7.8,0.5,2.2,0.0,2.5,0.0,-10.8,0.0
10-Dec-1960 00:00:00,-4.5,0.0,-12.3,0.0,-4.5,0.8,-7.3,0.0,-10.3,0.0,-11.4,0.0,-12.3,0.0,-6.1,0.0,-3.1,4.6,-6.7,0.8,3.6,1.5,-5.0,0.8,-18.6,0.0
11-Dec-1960 00:00:00,-2.8,0.0,-9.5,0.0,-12.8,0.0,-14.5,0.0,-17.3,0.0,-17.8,0.0,-18.4,0.0,-8.1,0.0,-7.8,1.0,-12.8,0.0,6.4,34.3,-8.1,0.0,-15.6,0.0
12-Dec-1960 00:00:00,1.9,0.0,-4.5,0.0,-7.2,18.0,-12.2,42.7,-15.3,0.0,-17.0,0.0,-17.5,0.0,-8.6,0.0,-2.8,20.6,-15.9,0.0,9.5,22.6,-11.4,0.0,-16.7,0.0
13-Dec-1960 00:00:00,4.8,1.0,-0.9,0.0,-4.5,4.1,-7.5,6.4,-14.7,1.0,-15.6,0.3,-12.5,0.0,-6.4,0.0,3.4,16.0,-13.1,0.0,8.4,24.4,-12.0,0.0,-7.0,0.0
14-Dec-1960 00:00:00,-3.7,0.0,-5.8,0.8,-7.8,1.3,-9.5,0.0,-9.5,2.3,-8.3,2.3,-12.8,0.8,-7.0,0.5,-0.3,0.0,-3.9,0.0,3.9,0.0,-3.9,0.0,-7.0,0.0
15-Dec-1960 00:00:00,-4.8,0.0,-9.2,0.0,-4.8,0.0,-7.8,0.0,-2.2,1.5,-1.1,0.5,-7.2,2.5,-11.7,0.3,-3.1,0.0,0.9,0.8,1.2,0.0,-5.9,0.0,-13.1,0.0
16-Dec-1960 00:00:00,-6.4,0.0,-11.2,0.0,4.2,33.8,4.2,20.3,0.6,6.9,-2.0,1.0,-2.2,7.9,-7.5,0.5,-2.8,0.0,-3.1,0.3,-0.3,0.5,-13.1,0.5,-13.4,0.0
17-Dec-1960 00:00:00,-9.7,0.0,-10.9,2.0,0.9,0.0,-0.6,0.0,-9.2,0.0,-9.8,0.3,-12.0,0.0,-15.0,0.0,3.4,8.6,-5.6,0.0,3.9,1.0,-12.5,0.3,-13.3,0.3
18-Dec-1960 00:00:00,-10.9,6.6,-13.4,5.1,-0.8,2.8,-4.2,0.3,-6.2,0.8,-6.4,2.3,-10.9,6.6,-16.7,0.0,-0.6,0.0,-3.9,0.3,5.3,28.4,-20.3,0.0,-14.5,0.3
19-Dec-1960 00:00:00,-17.2,1.5,-22.0,2.0,1.1,1.3,-2.8,0.8,-4.2,4.6,-6.1,2.0,-7.0,1.0,-22.3,0.5,-3.1,0.0,-5.6,0.0,6.7,0.3,-28.9,0.0,-20.8,0.0
20-Dec-1960 00:00:00,-23.1,0.0,-20.9,0.3,-2.0,0.0,-5.6,0.0,-12.3,1.5,-13.4,3.0,-13.1,0.8,-25.0,0.0,-1.1,2.5,-7.8,9.7,6.4,0.0,-23.6,0.5,-22.0,0.0
21-Dec-1960 00:00:00,-9.7,5.1,-13.9,2.0,1.4,19.6,-0.9,30.2,-11.4,13.2,-10.3,5.3,-12.5,25.4,-25.0,0.0,-1.7,0.0,-8.9,1.0,4.5,0.0,-10.6,0.0,-20.3,0.0
22-Dec-1960 00:00:00,-0.6,0.0,-3.6,1.5,3.1,0.0,1.1,0.0,-14.2,1.0,-17.0,0.0,-15.6,1.8,-11.7,5.1,1.1,21.3,-12.5,0.0,2.5,0.0,-3.6,0.0,-19.2,0.0
23-Dec-1960 00:00:00,3.9,0.0,0.6,0.0,-3.4,5.6,-5.9,0.0,-11.9,0.0,-12.8,0.0,-15.9,0.8,-4.8,0.0,-1.7,3.6,-14.2,0.0,2.8,1.8,-0.3,0.5,-17.0,0.5
24-Dec-1960 00:00:00,2.5,3.0,0.6,0.0,-8.9,0.0,-11.4,0.0,-14.5,1.0,-17.3,3.0,-18.1,1.3,-3.4,0.0,-4.2,1.8,-14.5,0.0,4.7,10.9,0.3,0.0,-10.8,0.0
25-Dec-1960 00:00:00,-3.6,0.0,-3.9,0.8,-5.6,8.4,-8.9,2.8,-9.2,3.0,-6.9,1.0,-13.1,6.1,-10.0,0.8,-3.6,0.5,-4.7,0.0,6.7,0.0,-10.3,0.0,-14.8,0.0
26-Dec-1960 00:00:00,-9.8,0.0,-7.8,0.0,3.1,0.0,-1.7,1.0,-3.1,13.0,-3.9,11.2,-6.4,15.2,-13.6,0.5,-2.5,0.0,-1.1,1.5,5.9,0.0,-8.4,0.0,-24.2,0.0
27-Dec-1960 00:00:00,-9.5,0.0,-9.8,0.0,-1.4,0.5,-7.3,2.0,-18.9,0.0,-20.6,0.0,-17.8,0.0,-11.7,0.3,3.6,0.8,-14.5,0.0,2.5,0.0,-3.9,0.0,-17.2,0.0
28-Dec-1960 00:00:00,-5.3,0.3,-3.9,2.5,-11.4,0.0,-15.3,0.0,-14.8,0.0,-15.0,0.0,-17.5,5.6,-11.1,0.0,-7.2,0.5,-11.4,0.0,1.7,0.0,1.1,0.0,-9.2,0.3
29-Dec-1960 00:00:00,1.2,0.0,2.5,0.0,-4.7,13.0,-7.8,2.5,-6.1,0.3,-7.2,0.3,-7.8,0.3,-3.1,0.3,-5.3,1.0,-5.9,0.0,0.9,0.0,1.4,0.0,-10.0,2.3
30-Dec-1960 00:00:00,-2.8,0.0,-1.4,0.0,0.0,3.6,-2.5,0.3,-4.2,1.3,-3.1,0.8,-7.0,5.1,-10.9,1.3,1.1,25.4,-1.1,0.0,2.8,6.6,-8.9,0.0,-16.7,2.0
31-Dec-1960 00:00:00,-9.5,0.0,-13.3,0.0,-2.5,1.0,-3.9,0.8,-6.4,7.1,-6.4,7.4,-9.5,8.9,-22.2,1.0,0.3,0.0,-1.1,0.5,3.7,2.5,-12.3,0.3,-20.3,5.1
01-Jan-1961 00:00:00,-7.5,0.0,-11.1,0.3,-0.6,32.0,-6.2,48.3,-10.3,14.2,-10.8,4.6,-10.6,15.2,-21.1,4.3,-6.4,0.0,-5.6,0.0,4.5,0.3,-7.8,0.3,-27.0,1.0
02-Jan-1961 00:00:00,-5.0,0.0,-7.8,0.0,0.0,0.5,-4.7,2.5,-10.8,0.5,-15.3,0.0,-9.8,3.0,-13.9,3.6,-2.8,14.5,-7.0,2.8,2.8,0.0,-3.3,0.0,-25.9,0.0
03-Jan-1961 00:00:00,3.1,0.0,-3.1,0.0,-3.9,4.1,-10.0,0.0,-12.8,0.3,-17.0,2.3,-10.8,3.3,-7.5,0.0,-1.7,0.0,-5.6,0.8,3.1,1.8,-3.4,0.3,-23.3,0.0
04-Jan-1961 00:00:00,1.4,0.0,-2.5,0.0,-5.6,43.7,-7.8,53.1,-13.4,0.5,-13.6,0.3,-12.3,0.0,-4.5,0.0,-1.4,8.6,-8.6,0.0,5.6,32.0,-4.8,0.0,-11.4,0.0
05-Jan-1961 00:00:00,2.0,0.0,-2.5,0.0,-9.2,0.5,-10.8,0.0,-15.3,0.0,-17.0,0.0,-16.1,0.0,-3.6,0.0,-1.4,1.5,-6.4,0.0,6.1,14.0,-16.1,0.0,-8.4,0.0
06-Jan-1961 00:00:00,-1.9,0.5,-6.4,0.0,-5.0,6.9,-7.5,4.1,-10.0,5.3,-9.2,1.8,-12.2,5.1,-6.7,0.0,-1.7,0.0,0.6,0.0,3.9,1.3,-13.4,0.0,-3.4,0.3
07-Jan-1961 00:00:00,-3.9,0.0,-11.1,0.0,-0.8,0.0,-6.4,0.0,-5.6,3.0,-3.1,2.8,-6.4,10.2,-17.8,0.0,-2.5,1.8,1.1,0.0,6.7,2.3,-12.2,2.5,-15.3,0.0
08-Jan-1961 00:00:00,1.4,0.0,-3.7,0.0,0.0,2.3,-3.9,5.6,-5.3,5.1,-6.7,1.0,-7.0,5.3,-8.4,0.0,-0.6,3.3,-6.4,0.0,6.7,11.7,-13.9,1.8,-15.6,0.0
09-Jan-1961 00:00:00,-1.4,0.0,-5.9,0.0,-4.5,1.3,-7.8,0.8,-12.0,0.0,-13.4,0.0,-10.3,0.0,-6.7,0.0,0.9,0.3,-11.1,0.0,7.8,10.4,-20.0,2.5,-7.2,0.0
10-Jan-1961 00:00:00,2.0,0.0,-6.9,0.0,-11.4,0.0,-14.7,0.0,-10.6,0.0,-10.6,0.0,-14.2,0.0,-11.7,0.0,-4.8,0.3,-5.0,0.0,10.0,42.9,-25.0,2.5,-10.9,0.0
